"ftabindex","flistindex","fvisible","FID","FClassTypeID","FPage","FCaption_CHS","FCaption_CHT","FCaption_EN","FKey","FFieldName","FTableName","FTableNameAs","FListIndex","FListClassName","FVisible","FEnable","FNeedSave","FMustInput","FCtlType","FProperty","FLookUpType","FLookUpClassID","FLookUpList","FSRCFieldName","FSRCTableName","FSRCTableNameAs","FDSPFieldName","FFNDFieldName","FValueLocation","FFilter","FFilterGroup","FValueType","FDspColType","FEditlen","FValuePrecision","FSaveRule","FDefValue","FAction","FUserDefine","FNote","FKeyWord","FLeft","FTop","FHeight","FWidth","FCondition","FTabIndex","FLock","FSum","FPrec","FScale","FLayer","FLoadAction","FUnControl","FFont","FSourceType","FSubKey","FParentKey","FConditionExt","FFrameBorder","FFrameBorderColor","FLabelWidth","FLabelColor","FTextColor","FIsF7","FContainer","FStyle"
"63","95","2047","26379","1007006","2","USD产品控制利润率%","小數16","Decimal15","FDecimal24","FrateGainByPrdCTLUSD","PORFQEntry",,"95","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,"Calculate{FDecimal14=FDecimal2}:{FCurrencyID=1000 and FDecimal2>=FDecimal24}|Calculate{FDecimal14=FDecimal24}:{FCurrencyID=1000 and FDecimal2<FDecimal24}","true",,,"0","0","350","990","1,13","63","24","false","28","2","0",,"24593","FontName=宋体|FontSize=9|FontBold=False|FontItalic=True|","0",,,"0","2","0","0","0","0","0",,"0"
"32","69","2047","26380","1007006","2","产品累计销售数量","小數19","Decimal18","FDecimal25","FsaledQtyByModel","PORFQEntry",,"69","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"0","0","350","870","1,13","32","24","false","28","2","0",,"24593","FontName=宋体|FontSize=9|FontBold=True|FontItalic=False|","0",,,"0","2","0","0","0","0","0",,"0"
"31","68","2047","26381","1007006","2","客户累计销售数量","小數20","Decimal19","FDecimal26","FsaledQtyByCust","PORFQEntry",,"68","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"0","0","350","720","1,13","31","24","false","28","2","0",,"24593","FontName=宋体|FontSize=9|FontBold=True|FontItalic=False|","0",,,"0","2","0","0","0","0","0",,"0"
"24","24","2047","26357","1007006","1","上海有色金属网铝锭期货价格：","小數1","Decimal1","FDecimal3","FAiFurPriceShanghai","PORFQ",,"24","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"10241","2251","375","2145","1,13","24","24","false","28","2","0",,"24593","FontName=楷体_GB2312|FontSize=9|FontBold=False|FontItalic=True|","0",,,"0","2","0","0","16711680","0","0",,"0"
"20","20","2047","26358","1007006","1","贷款年利率%       ","小數17","Decimal16","FDecimal4","FDecimal4","PORFQ",,"20","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,"TrigAction{FAuxPrice}","true",,,"7707","1012","375","2145","1,13","20","24","false","28","2","0",,"24593","FontName=楷体_GB2312|FontSize=9|FontBold=False|FontItalic=True|","0",,,"0","2","0","0","16711680","0","0",,"0"
"18","18","2047","26360","1007006","1","报价汇率    ","小數4","Decimal4","FDecimal5","FqutoeExchRate","PORFQ",,"18","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"5173","2187","375","2145","1,13","18","19","false","28","2","0",,"24593","FontName=楷体_GB2312|FontSize=9|FontBold=False|FontItalic=True|","0",,,"0","2","0","0","16711680","0","0",,"0"
"16","16","2047","26361","1007006","1","客户账期（天）","小數22","Decimal21","FDecimal6","FCustPayDelay","PORFQ",,"16","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,"TrigAction{FAuxPrice}","true",,,"5173","1401","375","2145","1,13","16","24","false","28","0","0",,"24593","FontName=楷体_GB2312|FontSize=9|FontBold=False|FontItalic=True|","0",,,"0","2","0","0","16711680","0","0",,"0"
"19","58","2047","26362","1007006","2","含税单价（含质保金）","小數24","Decimal23","FDecimal7","FTaxIncQGPrice","PORFQEntry",,"58","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"0","0","350","1575","1,13","19","24","false","28","4","0",,"24593","FontName=宋体|FontSize=10|FontBold=False|FontItalic=False|","0",,,"0","2","0","0","0","0","0",,"0"
"23","62","2047","26363","1007006","2","利润","小數10","fGain","FDecimal8","FGain","PORFQEntry",,"62","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"0","0","350","915","1,13","23","24","false","28","2","0",,"24593","FontName=宋体|FontSize=9|FontBold=False|FontItalic=False|","0",,,"0","2","0","0","0","0","0",,"0"
"26","63","2047","26364","1007006","2","利润率%","小數11","Decimal10","FDecimal9","FrateGain","PORFQEntry",,"63","2","2047","0","true","false","2",,"0","0","Min=-9999999999999.9999999999 | Max=9999999999999.9999999999",,,,,,"1",,,"106","9","20","13",,,,"true",,,"0","0","350","945","1,13","26","24","false","28","2","0",,"24593","FontName=宋体|FontSize=9|FontBold=False|FontItalic=False|","0",,,"0","2","0","0","0","0","0",,"0"
"28","28","4095","13960","1007006","1","部门","部門","Dept","FDeptID","FDeptID","PORFQ",,"28","2","4095","0","true","true","1",,"1","2",,"FItemID","t_Department",,"FName","FNumber","1",,"0","56","500","255","4",,,,"false",,,"3791","7185","375","1290","0,17","28","20","false","0","10","0",,"13843",,"1",,,"0","2","0","750","0","0","0",,"0"
"39","74","3071","13990","1007006","2","折扣率(%)","折扣率(%)","Discount Rate(%)","FDescount","FDescount","PORFQEntry",,"74","0","3071","0","true","false","2",,"0","0","Min= | Max=100",,,,,,"1",,,"106","9","13","13",,,"Calculate{FAuxTaxPriceDiscount=FAuxPriceIncludeTax*(1-FDescount/100)}|Calculate{FAmount=FAuxQty*FAuxPriceIncludeTax*(1-FDescount/100)/(1+FCess/100)}|Calculate{FDiscountAmt=FAuxQty*FAuxPriceIncludeTax*FDescount/100}|Calculate{FTaxAmount=FAuxQty*FAuxPriceIncludeTax*(1-FDescount/100)/(1+FCess/100)*FCess/100}|Calculate{FAmountIncludeTax=FAmount+FTaxAmount}","false",,,"0","0","350","900","1,13","39","-1","false","13","10","0",,"12306","FontName=宋体|FontSize=9|FontBold=True|FontItalic=False|","0",,,"0","2","0","0","0","0","0",,"0"
"-1","110","0","13969","1007006","2","分录内码","分錄內碼","Entry ISN","FDetailID2","FDetailID","PORFQEntry",,"110","0","0","1","false","false","3",,"0","0",,,,,,,"1",,,"56","500","255","4",,,,"false",,"ENTRYKEY","240","120","350","1800","-1","-1","16","false","0","0","0",,"12289",,"0",,,"0","0","0","0","0","0","0",,"0"
"36","36","3071","25260","1007006","1","整单折扣额","整單折扣額","Addl Disc. Amt","FDisCount","FDisCount","PORFQ",,"36","0","3071","1","true","false","2",,"0","0","Min=0",,,,,,"1",,,"106","6","28","13",,,"Calculate{FDisCountRateH=0}","false",,"AMOUNT","9110","55","465","2825","0,13","36","4","true","28","2","0",,"16",,"0",,,"0","2","0","1000","0","0","0","FTab,0","0"
"40","75","3071","13991","1007006","2","折扣额","折扣額","Discount Amount","FDiscountAmt","FDiscountAmt","PORFQEntry",,"75","0","3071","0","true","false","2","FCurrencyID","0","0",,,,,,,"1",,,"106","6","13","13",,,,"false",,"AMOUNT","0","0","350","915","1,13","40","-1","true","13","2","0",,"8208","FontName=宋体|FontSize=9|FontBold=True|FontItalic=False|","0",,,"0","2","0","0","0","0","0",,"0"
"35","35","3071","25261","1007006","1","整单折扣率(%)","整單折扣率(%)","Addl Disc. Rate (%)","FDisCountRateH","FDisCountRate","PORFQ",,"35","0","3071","1","true","false","2",,"0","0","Min=0 | Max=100",,,,,,"1",,,"106","9","28","13",,,,"false",,,"3689","55","465","2025","1,13","35","4","false","28","2","0",,"16",,"0",,,"0","2","0","1000","0","0","0","FTab,0","0"
"30","30","4095","13962","1007006","1","业务员","業務員","Biz. Rep.","FEmpID","FEmpID","PORFQ",,"30","2","4095","0","true","true","1",,"1","3",,"FItemID","t_Emp","t_Emp2","FName","FNumber","1",,,"56","500","255","4",,,,"false",,,"7477","7185","375","1290","0,16","30","20","false","0","10","0",,"13843",,"1",,,"0","2","0","750","0","0","0",,"0"
"65","97","2574","13999","1007006","2","源单分录","源單分錄","Source Document Entry","FEntryID_SRC","FSourceEntryID","PORFQEntry",,"97","0","2574","0","true","false","3","FID_SRC","0","0",,,,,,,"1",,,"56","10","10","4",,,,"false",,"SRCENTRYID","0","0","350","450","-1","65","-1","false","0","10","0",,"8240",,"0",,,"0","0","0","0","0","0","0",,"0"
"-1","111","0","13970","1007006","2","行号","行號","Row No.","FEntryID2","FEntryID","PORFQEntry",,"111","0","0","1","true","false","3",,"0","0",,,,,,,"1",,,"56","500","255","4",,,,"false",,"INDEX","240","120","350","1800","-1","-1","-1","false","0","0","0",,"8192",,"0",,,"0","0","0","0","0","0","0",,"0"
"76","108","12","14686","1007006","2","分录编号","分錄編號","Entry No.","FEntryNo","FEntryNo","PORFQEntry",,"108","0","12","0","true","false","3",,"0","0",,,,,,,"1",,,"56","10","10","4",,"0",,"false",,,"0","0","350","1470","1,13","76","-1","false","0","0","0",,"8208",,"0",,,"0","2","0","0","0","0","0",,"1"
"14","14","4095","13956","1007006","1","汇率","匯率","Exchange Rate","FExchangeRate","FExchangeRate","PORFQ",,"14","2","4095","0","true","false","2",,"0","0","Min=0",,,,,,"1",,,"106","9","8","8","Vertify{FExchangeRate>0,CHS=汇率必须大于0!@CHT=匯率必須大於0!@EN=Exchange rate must be greater than 0 !@,0}","1",,"false",,,"2639","2211","375","2145","1,13","14","16","false","53","10","0",,"12818",,"0",,,"0","2","0","1000","0","0","0",,"0"
"12","12","1023","17360","1007006","1","汇率类型","匯率類型","Exchange Rate Type","FExchangeRateType","FExchangeRateType","PORFQ",,"12","2","1023","0","true","true","1",,"3","1014001",,"FID","v_BASE_ExRateType",,"FName","FNumber","1",,"0","56","500","255","4",,,,"false",,,"2639","1413","375","2145","0","12","20","false","0","0","0",,"30225",,"1",,,"0","2","0","1000","0","0","0",,"0"
"66","98","12","14000","1007006","2","源单内码","源單內碼","Source Doc. ISN","FID_SRC","FSourceInterId","PORFQEntry",,"98","0","12","0","true","false","3",,"0","0",,,,,,,"1",,,"56","10","10","4",,,,"false",,"SRCID","0","0","350","465","-1","66","-1","false","0","10","0",,"8240",,"0",,,"0","0","0","0","0","0","0",,"0"
"5","115","0","13952","1007006","1","内码","內碼","ISN","FInterID","FInterID","PORFQ",,"115","2","0","1","true","false","3",,"0","0",,,,,,,"1",,,"56","500","255","4",,,,"false",,"PRIMARY","240","120","405","2535","-1","5","16","false","0","0","0",,"12289",,"0",,,"0","2","0","0","0","0","0",,"0"
"-1","109","0","13968","1007006","2","单据内码","單據內碼","Doc ISN","FInterID2","FInterID","PORFQEntry",,"109","0","0","1","true","true","3",,"0","0",,,,,,,"1",,,"56","500","255","4",,,,"false",,"PARENTID","240","120","350","1800","-1","-1","16","false","0","0","0",,"12289",,"0",,,"0","0","0","0","0","0","0",,"0"
"8","47","2047","13974","1007006","2","物料名称","物料名稱","Material Name","FItemName","FItemID","PORFQEntry",,"47","0","2047","0","false","false","1",,"0","4",,"FItemID","t_ICItem",,"FName",,"3",,,"167","500","255","0",,,,"false",,,"0","0","0","1335","0","8","-1","false","0","0","0",,"8240",,"2",,,"0","2","0","0","0","0","0",,"0"
